,youtubeId,movieId,title,Adventure,Animation,Children,Comedy,Fantasy,Romance,Drama,Action,Crime,Thriller,Horror,Mystery,Sci-Fi,Documentary,War,Musical,Western,Film-Noir
20428,kZJkZgvKNdQ,100251,"House of Seven Corpses, The (1974)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20441,yYiZbWyYey0,100287,Head Games (2012),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20469,7AH5k3lymx0,100363,Resident Evil: Degeneration (Baiohazâdo: Dijenerêshon) (2008),0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20476,0CX8dZYJpHc,100390,Identity Thief (2013),0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20479,vAaj4gBQSOg,100397,"ABCs of Death, The (2012)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20486,nBH3Mj2wxaE,100419,Assault of the Sasquatch (Sasquatch Assault) (2009),0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
20490,4NYDc31loA0,100436,"Gatekeepers, The (2012)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20497,L3csWI2tyYs,100450,Battlestar Galactica: Blood & Chrome (2012),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20505,hLqzuFVDMRk,100492,Ten Tall Men (1951),1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
20512,ekXNWWlp3N0,100509,Tale of Tales (Skazka skazok) (1979),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20516,avDuKuBNuCk,100517,"World Before Her, The (2012)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20522,Dk_A5rr-Z6A,100536,"Last Will of Dr. Mabuse, The (Testament du Dr. Mabuse, Le) (1933)",0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
20524,2A63Ly0Pvpk,100540,Bronies: The Extremely Unexpected Adult Fans of My Little Pony (2012),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20530,rlVIohXwDrY,100567,PressPausePlay (2011),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20532,HQghKKedn6U,100574,Raid on Rommel (1971),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20535,eJ3RzGoQC4s,100581,Room 237 (2012),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20547,q831wRA2S-s,100633,"Scarecrow, The (1972)",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
20552,abtoCGfAvE0,100655,"Cost of Oil: Voices from the Arctic, The (2009)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20555,dknb76qw0Oo,100719,Fake It So Real (2012),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20558,Y83TIf5NRJ0,100725,Which Way Home (2009),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20560,PiyQb28geOg,100729,Starship Troopers: Invasion (2012),0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
20561,lC5OyE-BgcY,100731,Lucifer Rising (1972),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20567,CHy8cjBGGZM,100745,TPB AFK: The Pirate Bay Away from Keyboard (2013),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20577,PcqQlICChh4,100884,Holy Wars (2010),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20578,vYQ11lubrlM,100902,911 in Plane Site (2004),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20581,MYmlTbYWu4s,100942,Gunfighter's Moon  (1997),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
20584,9yjUAnMyCus,100948,"Act of Seeing with One's Own Eyes, The (1971) ",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20586,YCbAyk8aRxI,101003,"Look, Up in the Sky! The Amazing Story of Superman (2006)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20591,nuAPfSHlQ3c,101025,Jack the Giant Slayer (2013),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20594,mehQlK2enH8,101062,Lenny Bruce: Swear to Tell the Truth (1998),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20604,w7-rKt9AQA4,101097,Phantom (2013),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20614,HYDCcGppX78,101142,"Croods, The (2013)",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20619,dwUKsdGo6ZM,101158,Life 2.0 (2010),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20622,nYLI9_nxRLM,101164,"Child, The (2012)",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20627,_GILQZocnSQ,101176,First Person Plural (2000),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20629,CSDIT55KeKc,101180,Age of the Dragons (2011),1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
20643,CI4EjV_x_PQ,101222,Elevator (2011) ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20645,XmwpUliD0oE,101226,Accomplices (Complices) (2009),0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
20650,ZHYSeSAXQf4,101241,"Sadist, The (1963)",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20651,mRH538E9mk4,101243,Klip (Clip) (2012),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
20653,mRlTfHed4jk,101247,Westward the Women (1951),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
20654,2n-CaBQP1u4,101249,"Thousand Cuts, A (2012)",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20672,ZxDLkoK8vQQ,101319,Operation Daybreak (1975),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20677,0pApIKxQIs8,101339,Snowbeast (1977),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20678,9bewEws2-54,101341,"Atomic States of America, The (2012)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20679,d1kzpjhIt1A,101350,Miss Farkku-Suomi (2012),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
20683,tw6ysaBBlCk,101362,Olympus Has Fallen (2013),0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
20703,C3FXr17zwqA,101439,"Inspectors, The (1998)",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
20707,jSaR3c6AWe0,101450,"Kiss, The (1929)",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
20711,tz58HKABjwg,101468,"Cottage, The (2012)",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20719,d9zhOOibgM0,101487,Storage (2009),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20729,BPiyqo3WXQ8,101534,For the Love of a Dog (2008),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20732,rOqKuTBcqRs,101577,"Host, The (2013)",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
20743,8VK74mCBcbY,101612,Admission (2013),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20750,L3johL_JoJ4,101636,"Man Called Gannon, A (1968)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20760,PkdmwKXNXAQ,101670,'Twas the Night Before Christmas (1974),0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20763,zpD3kgiOQHs,101678,Marvin Gaye: What's Going On (2005),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20764,ZusfazdV548,101680,Copper Mountain (1983),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20765,yzbShOU7Ops,101685,One Life (2011),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20772,KxGkk4GrNvU,101708,009 Re: Cyborg (2012),0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
20782,jFGjlZ0f16U,101739,Evil Dead (2013),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20790,4qdJeZi9CxQ,101765,"Perfect Plan, A (Plan parfait, Un) (2012)",1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20799,PBLsOQPu23U,101823,Poor White Trash (2000),0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20803,PddlGsHvYlk,101833,About Face: Supermodels Then and Now (2012),0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20805,CoOqNxPAu0k,101844,Hitler's Stealth Fighter (2009),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20807,cdfUkrbNvwA,101848,Racing Dreams (2009),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20814,FNGtfpim0OM,101872,"Fourth State, The (Die vierte Macht) (2012)",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20817,KETU9AWPXhM,101884,Dark Tide (2012),1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
20822,LGDkvKCyqCU,101897,"Prodigal Son, The (Tuhlaajapoika) (1992)",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20827,8mUqaNaaPhY,101918,Bhutto (2010),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20830,KXUOZ3nldPQ,101924,Undefeatable (1993),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20832,eI8WS1D_WwQ,101935,"Lawless Street, A (Marshal of Medicine Bend) (1955)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20833,GfzrA5seD3c,101938,Across the Wide Missouri (1951),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
20834,lne7QlxGbZo,101940,Seeking Asian Female (2012),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20841,92EBSmxinus,101962,Wolf Children (Okami kodomo no ame to yuki) (2012),0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20843,icqZ-9qobss,101967,Battle in Outer Space (1959),1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20851,31gCdwxLLUY,101989,Konga (1961),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
20856,jyPnQw_Lqds,102007,"Invincible Iron Man, The (2007)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20857,BcB0znwAdmg,102009,Thor: Tales of Asgard (2011),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20859,k3VJxRHrIOs,102025,Yongary: Monster from the Deep (1967),0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
20865,CrkvuW5Mw4s,102047,"Bride Came C.O.D., The (1941)",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20867,f1BsY1t0UXQ,102051,Iron Man: Rise Of Technovore (2013),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20868,KvCYVJbULlI,102058,Hulk Vs. (2009),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20869,c116VPXtouI,102060,Planet Hulk (2010),0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20874,DL_RDUaLpMw,102072,"Erased (Expatriate, The) (2012)",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
20876,xTOMTUZZILE,102084,Justice League: Doom (2012) ,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
20879,f8nxUeo5AEg,102090,"Magnetic Monster, The (1953)",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20887,BZdXNFFjfe8,102115,Prinsessa Ruusunen (1949),0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
20891,cRM3WGmuges,102125,Iron Man 3 (2013),0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
20901,Ml9J3Huy_lI,102167,Standing Up (2013),1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20905,TkxyTc9BbkU,102178,"Better Way to Die, A (2000)",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
20906,Dlp87zSBAZg,102180,Casanova's Big Night (1954),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20908,TbQm5doF_Uc,102190,"20,000 Leagues Under the Sea (1997)",1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
20913,1Zr95k-YcxA,102213,"Tenth Man, The (1988)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
20916,geK_EvPFzao,102221,War of the Shaolin Temple (Shao Lin shi san gun seng) (1980),1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
20920,I-u5baokRi0,102235,Manhunt (2013),0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
20924,tE9U4mfkU-8,102250,"Web of Death, The (1976)",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
20926,l9DFAyYaNtI,102263,Ju-on: White Ghost (2009),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20927,6M5bQ3CmWGI,102265,Ju-on: Black Ghost (2009),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20945,HIOK1xlrXas,102327,Empire (1964),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20946,0bYPk_kpYkk,102332,American Bandits: Frank and Jesse James (2010),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20949,J2VaYd08p-c,102342,Descendant of the Sun (Ri jie) (1983),1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
20957,2Y5zsM9wKXQ,102371,"Awful Dr. Orlof, The (Gritos en la Noche) (1962)",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
20961,ne6p6MfLBxc,102388,"Candy Snatchers, The (1973)",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
20964,sNMNp8-VhMg,102399,Dangerous Corner (1934),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20979,nZbf__zq768,102445,Star Trek Into Darkness (2013),1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
20980,hL9Nqqj1kYQ,102447,Sweet Home (1989),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20985,fwrXC5OXqgc,102477,Tales of Vesperia: The First Strike (Teiruzu obu vesuperia: The first strike) (2009),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20989,1XrBsPkM490,102485,La Soufrière - Warten auf eine unausweichliche Katastrophe (1977),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20991,m6fDuUw6yXE,102495,Spine Tingler!  The William Castle Story (2007),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20992,yoLFk4JK_RM,102497,Last Stand At Saber River (1997),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20993,ZjIfs2BSs_o,102499,"Flaying, The (El Bosque de los Sometidos) (2012)",0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
20994,-1WCXDAEBEM,102509,"Secret Six, The (1931)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20995,mbpHTSETZ6M,102514,"Corsican File, The (L'enquête corse) (2004)",0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
20998,cCyjU9CqpYY,102523,To Be King (Koning van Katoren) (2012),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21001,-4rZCCKTxok,102533,My Fake  Fiance (2009),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
21006,vrrKhVsr6VI,102557,Kiss of the Damned (2012),0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
21012,owk9CNzi2o8,102604,"Jeffrey Dahmer Files, The (2012)",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
21023,VyUoVVDEa-E,102688,Garbo the Spy (Garbo: El espía) (2009),0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
21027,vjigSSi-lt0,102739,"Four Seasons (Seasons, The) (Vremena goda) (1975)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21030,HH9Kvv56AHw,102749,Captain America II: Death Too Soon (1979),0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
21033,CN0JaQv0xY4,102758,Lathe of Heaven (2002),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21052,VTAggl5G8LA,102823,As I Was Moving Ahead Occasionally I Saw Brief Glimpses of Beauty (2000),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21058,eJxWEcU_MOo,102848,Armageddon 2012 (2012),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21064,2ny2Rac_JsY,102860,Hilton! (2013),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21066,WiHjBQX89ts,102868,Privilege (1967),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
21069,u4maAWskn1A,102876,Last Days Here (2011),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21071,1977toJ-XbI,102882,Dream Demon (1988),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21078,c0OURCVRGYQ,102908,"Dangerous Place, A (2012)",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21082,Oo2F9gonLUI,102920,Dark Circles (2013) ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21088,nC_y8Atl1cU,102951,All In: The Poker Movie (2009),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21089,6rWH3yrRYhU,102953,Nice Guy Johnny (2010),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
21100,hcZi_-w4_Z4,102980,Opera Jawa (2006),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21108,4BuBgLRBmzo,103003,Whole (2003),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21110,lTzpeUKvnz0,103008,Come Out and Play (2012),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21123,IOj-Pn5WJkw,103052,London Paris New York (2012),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
21145,agEPr_0Qt3A,103116,Out Late (2008) ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21160,ciGAjiPlvYk,103177,Ill-Fated Love (Doomed Love) (Amor de Perdição) (1979),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
21162,URqm9043NiI,103186,Wedding Trough (Vase de noces) (1975),0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
21165,wJLgjq2gzhM,103206,Days of Grace (Días de gracia) (2011) ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21167,4hRpWVw6fEU,103210,Fullmetal Alchemist: The Sacred Star of Milos (2011),1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21175,bvxKxz_NOQ8,103235,"Best Offer, The (Migliore offerta, La) (2013)",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21180,2WqgGKSe4W0,103257,"Reality of Love, The (I Want to Marry Ryan Banks) (2004)",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
21195,IyxIDPKtiaU,103299,American Mary (2012),0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
21200,ISKaSVdT1sk,103315,Odd Thomas (2013),0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0
21205,U7sKJtJcjO4,103328,Love Ghost (Shibito no koiwazura) (2001),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21206,fciK0i4QeUE,103330,"Sound of Insects, The (2009)",1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
21214,yla5ApgO2I0,103363,Aks (2001),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21216,djHdjV_eqts,103368,Love and Lemons (Små citroner gula) (2013),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
21222,KkXJhAi53kQ,103384,"Lone Ranger, The (2013)",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
21226,GxT9N8Pw5RE,103411,"Doctor and the Devils, The (1985)",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
21234,LmdD-MgPp3U,103437,Crossfire Trail (Louis L'Amour's 'Crossfire Trail') (2001),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
21235,oLuPXfsCkWg,103439,"Thieves, The (Dodookdeul) (2012)",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
21237,K5cjHRZhT5o,103446,Epitaph (2007),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21244,1nmkNsEcov0,103472,Alive Day Memories: Home from Iraq (Occupation Iraq) (2007),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21249,1H3Qdqk5-LI,103483,V/H/S/2 (2013),0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
21251,TQav_oNLRjE,103489,Arctic Blast (2010),0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
21257,PSKxjqc7fro,103515,"Along the Great Divide (Travelers, The) (1951)",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
21260,VFxVCWYOdGM,103521,Food Matters (2008),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21262,88KcGliwKm4,103525,Ichi (2008),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21263,3L2_yLBrQsM,103528,"Shadow Riders, The (1982)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
21265,6ybd5rbQ5rU,103536,Kid Millions (1934),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21270,0IX3Imm4osM,103547,Vile (2011) ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21275,XWWQ8dLkPe8,103559,Trilogy of Terror II (1996),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21279,gryenlQKTbE,103570,Dead Man's Burden (2012),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21281,twB2zAOzsKE,103574,Jug Face (2013),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21282,aQlUPNzku-I,103576,Chu Chin Chow (1934),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
21285,V6aRL3e1lIc,103596,Sharknado (2013),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21296,pXzIZZO2j1s,103621,Brain Dead (1990),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
21303,YyCN-TgxQ-Y,103637,Arizona Raiders (1965),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21306,CbS82BEgo_E,103645,"Terror Within, The (1989)",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
21312,Tbe6a2Yd_54,103659,Justice League: The Flashpoint Paradox (2013),1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
21316,XFB2kgulgOU,103667,Pawn Shop Chronicles (2013),0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21317,siEMda6vVOg,103669,Killing Season (2013),0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
21321,D6lILjJpme4,103681,"Blood Beast Terror, The (1968)",0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
21332,732vBngjBt0,103739,Slave Girls (Prehistoric Women) (1967),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21336,16uUd5cFrzM,103747,Dragon Age: Blood mage no seisen (a.k.a. Dragon Age: Dawn of the Seeker) (2012),0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21340,eCbbr3YZVqc,103755,Turbo (2013),1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21341,xQMdGfNTJvw,103759,Gunman's Walk (1958) ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21342,aEtzx6NJrIo,103769,"Devil's in the Details, The (2013)",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21343,PIDdqnBpyc0,103772,"Wolverine, The (2013)",1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
21344,MT8q6VAyTi8,103774,Sol (2012) ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21345,gPlqifuVxes,103776,"Devil Dared Me To, The (2007)",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21348,UJ1rmOYLr2U,103787,Gold (2013),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21349,oGGR2yp2jUA,103790,Sacrificio: Who Betrayed Che Guevara (2001),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21360,MTd2BZggats,103821,"Death of the Incredible Hulk, The (1990)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21362,LzrRsbXe7Gs,103825,Vehicle 19 (2013),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21372,LtkIPqjOP_Y,103849,New World (Shin-sae-gye) (2013),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21374,cTuOH0MUTZA,103861,"Battle for Marjah, The (2010)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
21383,8seylbvSRDI,103881,"Hard Man, The (1957)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21393,h9WwkoEjkJc,103974,Our Nixon (2013),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21401,92RyvY4TFRc,103994,Only the Young (2012),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21410,wjOYX_a8GXw,104019,Blood Shot (2013),0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
21415,Xk6Q1QSRiLE,104039,Arena (1989),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21419,mDmiJCSrKgQ,104054,"Redhead from Wyoming, The (1953)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21426,hcCsRkvVd20,104074,Percy Jackson: Sea of Monsters (2013),1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21434,yBv8DXtOiMI,104097,My Little Pony: Equestria Girls (2013),0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21435,gk5V-PqAlcE,104099,Lupin the Third: The Secret of Mamo (1978),0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
21437,OrfE9pkcrsE,104103,Miss You Can Do It (2013),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21442,rsNUfgrGDSo,104129,Man of Tai Chi (2013),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
